reading_id,timestamp,system_id,collected_by,collection_method,conductivity,ph,total_hardness,m_alkalinity,chloride,free_halogen,inhibitor_ppm,iron,sulfite,nitrite,microbio_dipslide,units,notes
RD-00345,4/9/26 0:00,SYS-0015,BMS export,bms,2.75,,,,,,,,,,,cond=mS/cm,
RD-00346,4/9/26 0:00,SYS-0016,BMS export,bms,3.01,8.7,,,,,,,,,,cond=mS/cm,
RD-00347,4/9/26 0:00,SYS-0017,BMS export,bms,2.9,8.9,,,,,,,,,,cond=mS/cm,
RD-00348,2026-04-09 10:30,SYS-0018,Jenn Fowler,field,3073.0,9.5,,,,,244.0,0.25,,,,cond=uS/cm;moly=ppm,
RD-00349,2026-04-09 12:30,SYS-0030,Dale Hardy,field,2465.0,8.9,,,,,,0.31,,1001.0,,cond=uS/cm;nitrite=ppm,
RD-00350,2026-04-09 13:15,SYS-0031,Dale Hardy,field,1402.0,8.6,28.2,,195.0,0.43,10.4,,,,10^2,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00351,2026-04-09 14:45,SYS-0016,Jenn Fowler,field,2990.0,8.6,530.0,,249.0,0.53,13.6,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00352,2026-04-09 15:00,SYS-0017,Jenn Fowler,field,2665.0,8.6,453.0,,233.0,0.54,14.1,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00353,2026-04-09 15:10,SYS-0014,Jenn Fowler,field,3150.0,8.4,366.0,,231.0,0.81,15.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00354,2026-04-09 15:20,SYS-0015,Jenn Fowler,field,2899.0,8.8,446.0,,198,0.66,15.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00355,4/10/26 0:00,SYS-0014,BMS export,bms,2.77,8.7,,,,,,,,,,cond=mS/cm,
RD-00356,4/10/26 0:00,SYS-0015,BMS export,bms,2.86,8.5,,,,,,,,,,cond=mS/cm,
RD-00357,4/10/26 0:00,SYS-0016,BMS export,bms,3.02,8.8,,,,,,,,,,cond=mS/cm,
RD-00358,4/10/26 0:00,SYS-0017,BMS export,bms,3.06,8.8,,,,,,,,,,cond=mS/cm,
RD-00359,2026-04-10 09:00,SYS-0042,Jenn Fowler,field,1356.0,8.7,477.0,,143.0,0.44,9.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00360,2026-04-10 12:50,SYS-0041,Jenn Fowler,field,2817.0,11.1,0.7,661.0,,,,0.23,30.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00361,2026-04-10 13:20,SYS-0011,Kyle Bishop,field,3019.0,11.1,0.4,,,,,0.44,39.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00362,2026-04-10 13:30,SYS-0013,Kyle Bishop,field,2577.0,10.2,,,,,238.0,0.27,,,,cond=uS/cm;moly=ppm,
RD-00363,2026-04-10 14:30,SYS-0012,Kyle Bishop,field,1559.0,8.5,404.0,,146.0,0.56,12.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00364,4/11/26 0:00,SYS-0014,BMS export,bms,3.03,8.7,,,,,,,,,,cond=mS/cm,
RD-00365,4/11/26 0:00,SYS-0015,BMS export,bms,3.02,8.6,,,,,,,,,,cond=mS/cm,
RD-00366,4/11/26 0:00,SYS-0016,BMS export,bms,2.94,,,,,,,,,,,cond=mS/cm,
RD-00367,4/11/26 0:00,SYS-0017,BMS export,bms,3.1,9.0,,,,,,,,,,cond=mS/cm,
RD-00368,4/12/26 0:00,SYS-0014,BMS export,bms,2.85,,,,,,,,,,,cond=mS/cm,
RD-00369,4/12/26 0:00,SYS-0015,BMS export,bms,3.1,8.4,,,,,,,,,,cond=mS/cm,
RD-00370,4/12/26 0:00,SYS-0016,BMS export,bms,2.82,8.7,,,,,,,,,,cond=mS/cm,
RD-00371,4/12/26 0:00,SYS-0017,BMS export,bms,2.94,,,,,,,,,,,cond=mS/cm,
RD-00372,4/13/26 0:00,SYS-0014,BMS export,bms,2.91,8.6,,,,,,,,,,cond=mS/cm,
RD-00373,4/13/26 0:00,SYS-0015,BMS export,bms,2.87,8.6,,,,,,,,,,cond=mS/cm,
RD-00374,4/13/26 0:00,SYS-0016,BMS export,bms,2.96,8.7,,,,,,,,,,cond=mS/cm,
RD-00375,4/13/26 0:00,SYS-0017,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-00376,2026-04-13 08:30,SYS-0003,Jenn Fowler,field,1521.0,8.5,425.0,,138.0,0.66,10.8,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00377,2026-04-13 09:30,SYS-0024,Jenn Fowler,field,2889.0,9.6,,,,,,0.1,,996.0,,cond=uS/cm;nitrite=ppm,
RD-00378,2026-04-13 09:30,SYS-0040,Dale Hardy,field,3050.0,11.3,0.8,,,,,0.22,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00379,2026-04-13 11:50,SYS-0004,Jenn Fowler,field,1487.0,8.6,551.0,,233.0,0.5,13.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00380,2026-04-13 12:15,SYS-0023,Jenn Fowler,field,2986.0,11.2,0.7,719.0,,,,0.16,39.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00381,2026-04-13 13:50,SYS-0005,Jenn Fowler,field,2901.0,9.3,,,,,,0.16,,925.0,,cond=uS/cm;nitrite=ppm,
RD-00382,2026-04-13 15:00,SYS-0001,Jenn Fowler,field,3254.0,10.8,0.4,788.0,,,,0.27,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00383,2026-04-13 15:40,SYS-0002,Jenn Fowler,field,2863.0,11.0,0.8,699.0,,,,0.41,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00384,4/14/26 0:00,SYS-0014,BMS export,bms,2.88,8.8,,,,,,,,,,cond=mS/cm,
RD-00385,4/14/26 0:00,SYS-0015,BMS export,bms,2.81,8.7,,,,,,,,,,cond=mS/cm,
RD-00386,4/14/26 0:00,SYS-0016,BMS export,bms,2.96,8.7,,,,,,,,,,cond=mS/cm,
RD-00387,4/14/26 0:00,SYS-0017,BMS export,bms,3.11,,,,,,,,,,,cond=mS/cm,
RD-00388,2026-04-14 10:00,BONF-CLF-B1,Central Analytical,lab,2.66,10.99,1.2,596,227,,,0.31,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00389,2026-04-14 10:00,BONF-OGD-B2,Central Analytical,lab,2.71,11.3,0.1,700,284,,,0.28,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00390,2026-04-14 10:00,CLPK-B1,Central Analytical,lab,2.79,11.06,0.2,503,146,,,0.35,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00391,2026-04-14 10:00,MRMC-B1,Central Analytical,lab,3.05,11.12,0.6,535,267,,,0.38,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00392,2026-04-14 10:00,SALT-HP1,Central Analytical,lab,1.37,10.38,0.9,230,145,,,0.25,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00393,2026-04-14 10:00,SALT-HP2,Central Analytical,lab,1.34,10.14,0.6,476,234,,,0.17,,,,cond=mS/cm;hard=ppm CaCO3;alk=ppm CaCO3;cl=ppm,Certified lab analysis.
RD-00394,2026-04-14 10:20,SYS-0006,Marcus Webb,field,3204.0,11.1,0.4,,,,,0.56,39.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00395,2026-04-14 10:45,SYS-0010,Marcus Webb,field,1533.0,8.1,476.0,,143.0,0.49,11.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00396,2026-04-14 12:50,SYS-0007,Marcus Webb,field,1444.0,8.9,452.0,,177.0,0.57,11.4,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00397,2026-04-14 13:30,SYS-0009,Marcus Webb,field,2843.0,11.0,0.9,,,,,0.38,35.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00398,2026-04-14 13:45,SYS-0008,Marcus Webb,field,3109.0,9.6,,,,,,0.19,,1037.0,,cond=uS/cm;nitrite=ppm,
RD-00399,2026-04-14 13:45,SYS-0051,Dale Hardy,field,2966.0,11.1,0,,,,,0.18,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00400,4/15/26 0:00,SYS-0014,BMS export,bms,2.79,,,,,,,,,,,cond=mS/cm,
RD-00401,4/15/26 0:00,SYS-0015,BMS export,bms,2.94,8.4,,,,,,,,,,cond=mS/cm,
RD-00402,4/15/26 0:00,SYS-0016,BMS export,bms,3.03,8.7,,,,,,,,,,cond=mS/cm,
RD-00403,4/15/26 0:00,SYS-0017,BMS export,bms,2.9,9.0,,,,,,,,,,cond=mS/cm,
RD-00404,2026-04-15 08:40,SYS-0029,Tomas Rivera,field,2659.0,9.4,,,,,268.0,0.2,,,,cond=uS/cm;moly=ppm,
RD-00405,2026-04-15 09:00,SYS-0036,Tomas Rivera,field,2647.0,11.2,1.4,760.0,,,,0.42,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00406,2026-04-15 09:15,SYS-0019,Marcus Webb,field,3104.0,10.1,,,,,,0.57,,820,,cond=uS/cm;nitrite=ppm,Sample drawn before re-dose.
RD-00407,2026-04-15 09:45,SYS-0039,Tomas Rivera,field,2378.0,9.4,,,,,,0.26,,965.0,,cond=uS/cm;nitrite=ppm,
RD-00408,2026-04-15 10:30,SYS-0020,Marcus Webb,field,1539.0,9.1,433.0,,146.0,0.42,9.2,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00409,2026-04-15 10:45,SYS-0038,Tomas Rivera,field,1478.0,8.3,442.0,,147.0,0.39,12.0,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00410,2026-04-15 10:50,SYS-0025,Dale Hardy,field,2674.0,11.0,0.6,744.0,,,,0.17,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00411,2026-04-15 12:20,SYS-0028,Tomas Rivera,field,1334.0,8.5,355.0,,202.0,0.35,10.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00412,2026-04-15 12:30,SYS-0021,Marcus Webb,field,2837.0,10.9,0.3,639.0,,,,0.34,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00413,2026-04-15 12:45,SYS-0027,Tomas Rivera,field,2772.0,11.1,0.8,623.0,,,,0.27,23.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00414,2026-04-15 13:40,SYS-0026,Dale Hardy,field,1643.0,8.5,22.8,,175.0,0.71,10.7,,,,10^3,cond=uS/cm;hard=gpg;cl=ppm;inhib=ppm,
RD-00415,2026-04-15 14:10,SYS-0037,Tomas Rivera,field,2949.0,11.0,0.7,,,,,0.29,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00416,4/16/26 0:00,SYS-0014,BMS export,bms,2.71,8.7,,,,,,,,,,cond=mS/cm,
RD-00417,4/16/26 0:00,SYS-0015,BMS export,bms,2.65,8.8,,,,,,,,,,cond=mS/cm,
RD-00418,4/16/26 0:00,SYS-0016,BMS export,bms,2.97,8.7,,,,,,,,,,cond=mS/cm,
RD-00419,4/16/26 0:00,SYS-0017,BMS export,bms,2.91,,,,,,,,,,,cond=mS/cm,
RD-00420,2026-04-16 08:20,SYS-0017,Jenn Fowler,field,2790.0,8.6,353.0,,253.0,0.55,13.8,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00421,2026-04-16 08:45,SYS-0018,Jenn Fowler,field,2831.0,9.6,,,,,263.0,0.22,,,,cond=uS/cm;moly=ppm,
RD-00422,2026-04-16 10:15,SYS-0016,Jenn Fowler,field,3049.0,8.4,347.0,,218.0,0.65,13.0,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00423,2026-04-16 10:40,SYS-0015,Jenn Fowler,field,2751.0,8.6,364.0,,203,0.3,14.5,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00424,2026-04-16 13:15,SYS-0046,Dale Hardy,field,2805.0,10.8,0.9,653.0,,,,0.57,21.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00425,2026-04-16 14:15,SYS-0014,Jenn Fowler,field,2981.0,8.9,383.0,,220.0,0.86,14.9,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00426,4/17/26 0:00,SYS-0014,BMS export,bms,2.88,8.6,,,,,,,,,,cond=mS/cm,
RD-00427,4/17/26 0:00,SYS-0015,BMS export,bms,2.82,,,,,,,,,,,cond=mS/cm,
RD-00428,4/17/26 0:00,SYS-0016,BMS export,bms,2.99,,,,,,,,,,,cond=mS/cm,
RD-00429,4/17/26 0:00,SYS-0017,BMS export,bms,2.83,,,,,,,,,,,cond=mS/cm,
RD-00430,2026-04-17 12:00,SYS-0012,Kyle Bishop,field,1450.0,8.6,488.0,,214.0,0.49,12.3,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00431,2026-04-17 12:20,SYS-0013,Kyle Bishop,field,3048.0,9.7,,,,,239.0,0.26,,,,cond=uS/cm;moly=ppm,
RD-00432,2026-04-17 13:10,SYS-0011,Kyle Bishop,field,2882.0,11.2,0.5,784.0,,,,0.35,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00433,2026-04-17 13:15,SYS-0042,Jenn Fowler,field,1416.0,8.7,358.0,,117.0,0.59,9.9,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00434,2026-04-17 13:45,SYS-0041,Jenn Fowler,field,2895.0,11.0,0.5,548.0,,,,0.17,25.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00435,4/18/26 0:00,SYS-0014,BMS export,bms,2.89,,,,,,,,,,,cond=mS/cm,
RD-00436,4/18/26 0:00,SYS-0015,BMS export,bms,2.82,8.8,,,,,,,,,,cond=mS/cm,
RD-00437,4/18/26 0:00,SYS-0016,BMS export,bms,2.97,8.5,,,,,,,,,,cond=mS/cm,
RD-00438,4/18/26 0:00,SYS-0017,BMS export,bms,3.05,,,,,,,,,,,cond=mS/cm,
RD-00439,4/19/26 0:00,SYS-0014,BMS export,bms,0.0,8.8,,,,,,,,,,cond=mS/cm,
RD-00440,4/19/26 0:00,SYS-0015,BMS export,bms,2.83,,,,,,,,,,,cond=mS/cm,
RD-00441,4/19/26 0:00,SYS-0016,BMS export,bms,2.73,,,,,,,,,,,cond=mS/cm,
RD-00442,4/19/26 0:00,SYS-0017,BMS export,bms,2.99,8.6,,,,,,,,,,cond=mS/cm,
RD-00443,4/20/26 0:00,SYS-0014,BMS export,bms,2.73,8.6,,,,,,,,,,cond=mS/cm,
RD-00444,4/20/26 0:00,SYS-0015,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-00445,4/20/26 0:00,SYS-0016,BMS export,bms,2.9,8.9,,,,,,,,,,cond=mS/cm,
RD-00446,4/20/26 0:00,SYS-0017,BMS export,bms,3.03,,,,,,,,,,,cond=mS/cm,
RD-00447,2026-04-20 08:20,SYS-0001,Jenn Fowler,field,2934.0,11.0,0.7,795.0,,,,0.49,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00448,2026-04-20 08:40,SYS-0002,Jenn Fowler,field,2774.0,11.1,0.6,605.0,,,,0.18,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00449,2026-04-20 09:45,SYS-0005,Jenn Fowler,field,2617.0,9.6,,,,,,0.14,,1027.0,,cond=uS/cm;nitrite=ppm,
RD-00450,2026-04-20 11:00,SYS-0004,Jenn Fowler,field,1436.0,8.4,415.0,,120.0,0.38,10.3,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00451,2026-04-20 13:30,SYS-0032,Kyle Bishop,field,1376.0,10.2,0.7,,,,,0.38,32.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00452,2026-04-20 13:40,SYS-0034,Kyle Bishop,field,1642.0,8.5,491.0,,158.0,0.62,8.9,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00453,2026-04-20 14:30,SYS-0003,Jenn Fowler,field,1496.0,8.2,382.0,,161.0,0.49,11.7,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00454,2026-04-20 14:45,SYS-0033,Kyle Bishop,field,1232.0,10.3,0.7,262.0,,,,0.16,48.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00455,2026-04-20 15:00,SYS-0052,Kyle Bishop,field,2775.0,11.3,0.3,,,,,0.38,36.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00456,4/21/26 0:00,SYS-0014,BMS export,bms,2.83,8.7,,,,,,,,,,cond=mS/cm,
RD-00457,4/21/26 0:00,SYS-0015,BMS export,bms,2.93,8.9,,,,,,,,,,cond=mS/cm,
RD-00458,4/21/26 0:00,SYS-0016,BMS export,bms,2.95,8.9,,,,,,,,,,cond=mS/cm,
RD-00459,4/21/26 0:00,SYS-0017,BMS export,bms,3.02,8.5,,,,,,,,,,cond=mS/cm,
RD-00460,2026-04-21 08:00,SYS-0008,Marcus Webb,field,3041.0,9.2,,,,,,0.12,,901.0,,cond=uS/cm;nitrite=ppm,
RD-00461,2026-04-21 08:15,SYS-0007,Marcus Webb,field,1629.0,8.7,282.0,,105.0,0.64,10.7,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00462,2026-04-21 10:10,SYS-0047,Jenn Fowler,field,2977.0,11.2,0.8,702.0,,,,0.2,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00463,2026-04-21 11:00,SYS-0043,Marcus Webb,field,1465.0,8.4,457.0,,174.0,0.66,12.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00464,2026-04-21 14:30,SYS-0006,Marcus Webb,field,2711.0,11.1,0.4,658.0,,,,0.5,26.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00465,2026-04-21 14:40,SYS-0048,Jenn Fowler,field,1618.0,8.5,410.0,,143.0,0.67,11.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00466,2026-04-21 15:45,SYS-0044,Marcus Webb,field,3059.0,9.3,,,,,311.0,0.27,,,,cond=uS/cm;moly=ppm,
RD-00467,4/22/26 0:00,SYS-0014,BMS export,bms,2.85,,,,,,,,,,,cond=mS/cm,
RD-00468,4/22/26 0:00,SYS-0015,BMS export,bms,2.88,,,,,,,,,,,cond=mS/cm,
RD-00469,4/22/26 0:00,SYS-0016,BMS export,bms,3.01,8.8,,,,,,,,,,cond=mS/cm,
RD-00470,4/22/26 0:00,SYS-0017,BMS export,bms,3.11,,,,,,,,,,,cond=mS/cm,
RD-00471,2026-04-22 08:40,SYS-0050,Tomas Rivera,field,1574.0,8.6,500.0,,181.0,0.66,11.8,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00472,2026-04-22 09:30,SYS-0029,Tomas Rivera,field,2658.0,9.4,,,,,282.0,0.31,,,,cond=uS/cm;moly=ppm,
RD-00473,2026-04-22 09:30,SYS-0049,Tomas Rivera,field,1607.0,8.5,469.0,,89.0,0.79,13.5,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00474,2026-04-22 10:40,SYS-0027,Tomas Rivera,field,2727.0,11.3,0.6,,,,,0.18,34.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00475,2026-04-22 14:10,SYS-0028,Tomas Rivera,field,1506.0,8.9,363.0,,150.0,0.62,11.1,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00476,4/23/26 0:00,SYS-0014,BMS export,bms,2.81,,,,,,,,,,,cond=mS/cm,
RD-00477,4/23/26 0:00,SYS-0015,BMS export,bms,2.84,,,,,,,,,,,cond=mS/cm,
RD-00478,4/23/26 0:00,SYS-0016,BMS export,bms,2.86,8.5,,,,,,,,,,cond=mS/cm,
RD-00479,4/23/26 0:00,SYS-0017,BMS export,bms,2.74,,,,,,,,,,,cond=mS/cm,
RD-00480,2026-04-23 09:15,SYS-0018,Jenn Fowler,field,2718.0,9.5,,,,,267.0,0.12,,,,cond=uS/cm;moly=ppm,
RD-00481,2026-04-23 09:45,SYS-0017,Jenn Fowler,field,2835.0,8.2,413.0,,304.0,0.65,15.4,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00482,2026-04-23 10:50,SYS-0014,Jenn Fowler,field,2804.0,8.2,424.0,,260.0,0.49,13.2,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00483,2026-04-23 12:15,SYS-0015,Jenn Fowler,field,2965.0,8.9,354.0,,205,0.73,13.7,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00484,2026-04-23 12:45,SYS-0016,Jenn Fowler,field,2852.0,8.1,398.0,,250.0,0.53,17.6,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00485,4/24/26 0:00,SYS-0014,BMS export,bms,2.89,,,,,,,,,,,cond=mS/cm,
RD-00486,4/24/26 0:00,SYS-0015,BMS export,bms,2.87,9.0,,,,,,,,,,cond=mS/cm,
RD-00487,4/24/26 0:00,SYS-0016,BMS export,bms,2.93,9.0,,,,,,,,,,cond=mS/cm,
RD-00488,4/24/26 0:00,SYS-0017,BMS export,bms,3.02,,,,,,,,,,,cond=mS/cm,
RD-00489,2026-04-24 09:40,SYS-0041,Jenn Fowler,field,2965.0,11.3,0.9,678.0,,,,0.28,27.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00490,2026-04-24 11:40,SYS-0012,Kyle Bishop,field,1473.0,8.5,350.0,,113.0,0.34,11.7,,,,,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00491,2026-04-24 13:10,SYS-0042,Jenn Fowler,field,1507.0,8.5,361.0,,151.0,0.36,9.4,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00492,2026-04-24 15:00,SYS-0011,Kyle Bishop,field,2650.0,11.1,0,733.0,,,,0.25,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00493,2026-04-24 15:40,SYS-0013,Kyle Bishop,field,2878.0,9.8,,,,,261.0,0.25,,,,cond=uS/cm;moly=ppm,
RD-00494,4/25/26 0:00,SYS-0014,BMS export,bms,2.97,,,,,,,,,,,cond=mS/cm,
RD-00495,4/25/26 0:00,SYS-0015,BMS export,bms,2.89,8.6,,,,,,,,,,cond=mS/cm,
RD-00496,4/25/26 0:00,SYS-0016,BMS export,bms,2.93,,,,,,,,,,,cond=mS/cm,
RD-00497,4/25/26 0:00,SYS-0017,BMS export,bms,2.9,8.9,,,,,,,,,,cond=mS/cm,
RD-00498,4/26/26 0:00,SYS-0014,BMS export,bms,2.8,,,,,,,,,,,cond=mS/cm,
RD-00499,4/26/26 0:00,SYS-0015,BMS export,bms,2.78,8.5,,,,,,,,,,cond=mS/cm,
RD-00500,4/26/26 0:00,SYS-0016,BMS export,bms,3.06,,,,,,,,,,,cond=mS/cm,
RD-00501,4/26/26 0:00,SYS-0017,BMS export,bms,2.98,,,,,,,,,,,cond=mS/cm,
RD-00502,4/27/26 0:00,SYS-0014,BMS export,bms,2.98,8.6,,,,,,,,,,cond=mS/cm,
RD-00503,4/27/26 0:00,SYS-0015,BMS export,bms,3.06,,,,,,,,,,,cond=mS/cm,
RD-00504,4/27/26 0:00,SYS-0016,BMS export,bms,2.82,,,,,,,,,,,cond=mS/cm,
RD-00505,4/27/26 0:00,SYS-0017,BMS export,bms,2.89,8.7,,,,,,,,,,cond=mS/cm,
RD-00506,2026-04-27 11:00,SYS-0002,Jenn Fowler,field,2663.0,11.0,0.7,,,,,0.23,22.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00507,2026-04-27 11:40,SYS-0001,Jenn Fowler,field,2983.0,11.2,1.1,,,,,0.57,33.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00508,2026-04-27 11:50,SYS-0040,Dale Hardy,field,2930.0,11.1,1.0,628.0,,,,0.42,28.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00509,2026-04-27 12:10,SYS-0003,Jenn Fowler,field,1485.0,8.4,481.0,,148.0,0.49,10.7,,,,10^3,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00510,2026-04-27 13:40,SYS-0004,Jenn Fowler,field,1466.0,8.6,462.0,,204.0,0.59,11.2,,,,10^2,cond=uS/cm;hard=ppm CaCO3;cl=ppm;inhib=ppm,
RD-00511,2026-04-27 14:30,SYS-0005,Jenn Fowler,field,3260.0,9.3,,,,,,0.38,,1067.0,,cond=uS/cm;nitrite=ppm,
RD-00512,4/28/26 0:00,SYS-0014,BMS export,bms,2.9,8.8,,,,,,,,,,cond=mS/cm,
RD-00513,4/28/26 0:00,SYS-0015,BMS export,bms,2.79,,,,,,,,,,,cond=mS/cm,
RD-00514,4/28/26 0:00,SYS-0016,BMS export,bms,2.91,8.9,,,,,,,,,,cond=mS/cm,
RD-00515,4/28/26 0:00,SYS-0017,BMS export,bms,3.01,,,,,,,,,,,cond=mS/cm,
RD-00516,2026-04-28 08:30,SYS-0041,Jenn Fowler,field,3075.0,11.0,0.5,602.0,,,,0.48,31.0,,,cond=uS/cm;hard=ppm CaCO3;alk=ppm CaCO3;sulfite=ppm,
RD-00517,2026-04-28 12:15,SYS-0008,Marcus Webb,field,3263.0,9.8,,,,,,0.21,,1076.0,,cond=uS/cm;nitrite=ppm,
