visit_id,visit_date,technician,customer_id,facility_id,systems_serviced,work_performed,chemicals_added,visit_status,follow_up_date,observations
V-0186,2026-06-16,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 2 gal; CT-770 6 gal; BRM-40 5 lb; CL-40 2 gal,completed,,
V-0187,2026-06-16,Marcus Webb,CUST-0015,F-0017,SYS-0043;SYS-0044;SYS-0045,"Full site service: routine tower service: tests, biocide rotation, sump inspection",CT-770 4 gal; BRM-40 5 lb; CL-M40 1 gal,completed,,Housekeeping around feed area needs attention.
V-0188,2026-06-16,Tomas Rivera,CUST-0017,F-0019,SYS-0047;SYS-0048,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb,completed,2026-06-30,Housekeeping around feed area needs attention.
V-0189,2026-06-17,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; CT-770 6 gal; BRM-40 5 lb; CL-M40 1 gal,completed,,
V-0190,2026-06-18,Tomas Rivera,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: tower water tests, dosed inhibitor and biocide, checked bleed valve",CT-785 3 gal; BRM-40 5 lb; CT-785 4 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb,completed,,"Site contact unavailable, report left at office."
V-0191,2026-06-18,Dale Hardy,CUST-0016,F-0018,SYS-0046,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 1 gal,completed,,Chemical pumps primed and verified.
V-0192,2026-06-19,Kyle Bishop,CUST-0003,F-0004,SYS-0011;SYS-0012;SYS-0013,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; CT-770 4 gal; BRM-40 5 lb,completed,,Housekeeping around feed area needs attention.
V-0193,2026-06-19,Tomas Rivera,CUST-0014,F-0016,SYS-0041;SYS-0042,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb,completed,,
V-0194,2026-06-22,Tomas Rivera,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; BW-210 2 gal; BW-305 2 gal; CT-770 5 gal; BIO-12 1 gal; CT-770 5 gal; BIO-12 1 gal; CL-M40 1 gal,completed,,No issues noted.
V-0195,2026-06-22,Dale Hardy,CUST-0013,F-0015,SYS-0040,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt,completed,,
V-0196,2026-06-23,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 2 gal; CT-770 5 gal; BIO-12 1 gal,completed,,
V-0197,2026-06-23,Marcus Webb,CUST-0002,F-0021,SYS-0009;SYS-0010,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 1 gal; CT-770 4 gal; BIO-12 1 gal,completed,2026-07-07,Left updated log sheet with operator.
V-0198,2026-06-24,Marcus Webb,CUST-0005,F-0006,SYS-0019;SYS-0020;SYS-0021,"Full site service: tested loop, checked pot feeder, dosed inhibitor",CL-40 12 gal; CT-770 3 gal; BIO-12 1 gal; BW-210 2 gal; BW-305 1 gal; AM-115 1 qt,completed,,Housekeeping around feed area needs attention.
V-0199,2026-06-24,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; CT-770 6 gal; BIO-12 1 gal,completed,,No issues noted.
V-0200,2026-06-24,Tomas Rivera,CUST-0012,F-0014,SYS-0036;SYS-0037;SYS-0038;SYS-0039,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal; CL-40 1 gal,completed,,No issues noted.
V-0201,2026-06-24,Tomas Rivera,CUST-0018,F-0020,SYS-0049;SYS-0050,"Condenser water tests, dosed treatment, checked spray coverage",CT-770 5 gal; BIO-12 1 gal; CT-770 6 gal; BIO-12 1 gal,completed,,All parameters in range.
V-0202,2026-06-25,Tomas Rivera,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: tested tower, adjusted bleed setpoint, dosed treatment",CT-785 4 gal; BIO-12 1 gal; CT-785 3 gal; BIO-12 1 gal; CT-785 3 gal; BIO-12 1 gal; CT-785 6 gal; BIO-12 1 gal; CL-M40 1 gal,completed,,All parameters in range.
V-0203,2026-06-25,Dale Hardy,CUST-0007,F-0009,SYS-0025;SYS-0026,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal,completed,,
V-0204,2026-06-26,Kyle Bishop,CUST-0003,F-0004,SYS-0011;SYS-0012;SYS-0013,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal,completed,,
V-0205,2026-06-26,Dale Hardy,CUST-0006,F-0007,SYS-0022,"Callout: boiler low sulfite alarm, dosing pump not delivering",BW-210 2 gal; BW-305 1 gal,completed,,
V-0206,2026-06-26,Tomas Rivera,CUST-0014,F-0016,SYS-0041;SYS-0042,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal,completed,,No issues noted.
V-0207,2026-06-29,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 4 gal; BRM-40 5 lb; CT-770 3 gal; BRM-40 5 lb,completed,,All parameters in range.
V-0208,2026-06-29,Kyle Bishop,CUST-0010,F-0012,SYS-0032;SYS-0033;SYS-0034,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 1 gal; BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 4 gal; BRM-40 5 lb,completed,,
V-0209,2026-06-30,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 2 gal; CT-770 5 gal; BRM-40 5 lb,completed,,
V-0210,2026-06-30,Marcus Webb,CUST-0015,F-0017,SYS-0043;SYS-0044;SYS-0045,"Full site service: tower water tests, dosed inhibitor and biocide, checked bleed valve",CT-770 3 gal; BRM-40 5 lb,completed,,
V-0211,2026-07-01,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 4 gal; BRM-40 5 lb; CL-M40 1 gal,completed,,
V-0212,2026-07-01,Kyle Bishop,CUST-0022,F-0025,SYS-0053;SYS-0054,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 1 gal,completed,,Housekeeping around feed area needs attention.
V-0213,2026-07-02,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: tower water tests, dosed inhibitor and biocide, checked bleed valve",CT-785 3 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb,completed,2026-07-09,
V-0214,2026-07-02,Dale Hardy,CUST-0011,F-0013,SYS-0035,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 2 gal,completed,,
V-0215,2026-07-03,Kyle Bishop,CUST-0003,F-0004,SYS-0011;SYS-0012;SYS-0013,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 2 gal; CT-770 5 gal; BRM-40 5 lb,completed,2026-07-17,"Site contact unavailable, report left at office."
V-0216,2026-07-03,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 2 gal; AM-115 1 qt; CT-770 6 gal; BRM-40 5 lb,completed,,Housekeeping around feed area needs attention.
V-0217,2026-07-06,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 2 gal; BW-210 2 gal; BW-305 1 gal; CT-770 5 gal; BIO-12 1 gal; CT-770 6 gal; BIO-12 1 gal; CL-M40 1 gal,completed,,
V-0218,2026-07-06,Dale Hardy,CUST-0006,F-0007,SYS-0022,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal,completed,,No issues noted.
V-0219,2026-07-06,Dale Hardy,CUST-0013,F-0015,SYS-0040,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt,completed,,No issues noted.
V-0220,2026-07-07,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal; CL-40 1 gal,completed,2026-07-21,No issues noted.
V-0221,2026-07-07,Marcus Webb,CUST-0002,F-0003,SYS-0009;SYS-0010,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 2 gal; CT-770 4 gal; BIO-12 1 gal,completed,,
V-0222,2026-07-08,Marcus Webb,CUST-0005,F-0006,SYS-0019;SYS-0020;SYS-0021,"Full site service: tested loop, checked pot feeder, dosed inhibitor",CL-40 12 gal; CT-770 4 gal; BIO-12 1 gal; BW-210 2 gal; BW-305 1 gal,completed,,Left updated log sheet with operator.
V-0223,2026-07-08,Dale Hardy,CUST-0006,F-0007,SYS-0022,"Callout: replaced dosing pump head, primed and verified feed",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt,completed,,
V-0224,2026-07-08,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal,completed,2026-07-15,
V-0225,2026-07-08,Tomas Rivera,CUST-0012,F-0014,SYS-0036;SYS-0037;SYS-0038;SYS-0039,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 2 gal; AM-115 1 qt; BW-210 2 gal; BW-305 1 gal; CT-770 5 gal; BIO-12 1 gal,completed,,
V-0226,2026-07-09,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: tower water tests, dosed inhibitor and biocide, checked bleed valve",CT-785 4 gal; BIO-12 1 gal; CT-785 6 gal; BIO-12 1 gal; CT-785 4 gal; BIO-12 1 gal; CT-785 5 gal; BIO-12 1 gal,completed,,Chemical pumps primed and verified.
V-0227,2026-07-09,Dale Hardy,CUST-0007,F-0009,SYS-0025;SYS-0026,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 3 gal; BW-305 2 gal; CT-770 4 gal; BIO-12 1 gal,completed,,No issues noted.
V-0228,2026-07-09,Dale Hardy,CUST-0009,F-0011,SYS-0030;SYS-0031,Loop sample and inhibitor top-up as needed,CT-770 6 gal; BIO-12 1 gal,completed,,All parameters in range.
V-0229,2026-07-10,Kyle Bishop,CUST-0003,F-0004,SYS-0011;SYS-0012;SYS-0013,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal; CL-M40 1 gal,completed,2026-07-17,"Tower inhibitor on low side again, bumped feed. Will bring extra CT-770 next week."
V-0230,2026-07-10,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal,completed,,Left updated log sheet with operator.
V-0231,2026-07-13,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 4 gal; BRM-40 5 lb; CT-770 5 gal; BRM-40 5 lb; CL-M40 1 gal,completed,,"Bleed valve cycled manually, operating normally."
V-0232,2026-07-13,Kyle Bishop,CUST-0010,F-0012,SYS-0032;SYS-0033;SYS-0034,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; BW-210 2 gal; BW-305 1 gal; CT-770 6 gal; BRM-40 5 lb,completed,2026-07-20,
V-0233,2026-07-14,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 1 gal; BW-305 1 gal; CT-770 6 gal; BRM-40 5 lb; CL-40 1 gal,completed,,
V-0234,2026-07-14,Marcus Webb,CUST-0015,F-0017,SYS-0043;SYS-0044;SYS-0045,"Full site service: tested tower, adjusted bleed setpoint, dosed treatment",CT-770 4 gal; BRM-40 5 lb,completed,,
V-0235,2026-07-14,Dale Hardy,CUST-0020,F-0023,SYS-0051,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt,completed,,No issues noted.
V-0236,2026-07-15,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,Callout: reviewed BMS conductivity alarm with customer after controller swap,CT-785 3 gal; BRM-40 5 lb; CT-785 4 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb,completed,,"Customer BMS alarming on conductivity after controller replacement on 7/14. Display values look 1000x field meter. Told Dana, customer vendor reviewing config."
V-0237,2026-07-15,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb,completed,,No issues noted.
V-0238,2026-07-16,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: tested tower, adjusted bleed setpoint, dosed treatment",CT-785 5 gal; BRM-40 5 lb; CT-785 6 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb,completed,2026-07-30,Chemical pumps primed and verified.
V-0239,2026-07-16,Dale Hardy,CUST-0016,F-0018,SYS-0046,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt,completed,2026-07-30,No issues noted.
V-0240,2026-07-17,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 2 gal; AM-115 1 qt; CT-770 3 gal; BRM-40 5 lb,completed,,All parameters in range.
V-0241,2026-07-20,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal; CT-770 4 gal; BIO-12 1 gal,completed,,
V-0242,2026-07-20,Dale Hardy,CUST-0013,F-0015,SYS-0040,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt,completed,2026-08-03,No issues noted.
V-0243,2026-07-21,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 2 gal; CT-770 6 gal; BIO-12 1 gal,completed,,
V-0244,2026-07-21,Marcus Webb,CUST-0002,F-0003,SYS-0009;SYS-0010,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 4 gal; BIO-12 1 gal,completed,,Housekeeping around feed area needs attention.
V-0245,2026-07-21,Jenn Fowler,CUST-0017,F-0019,SYS-0047;SYS-0048,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal,completed,2026-08-04,No issues noted.
V-0246,2026-07-22,Marcus Webb,CUST-0005,F-0006,SYS-0019;SYS-0020;SYS-0021,"Full site service: tested loop, checked pot feeder, dosed inhibitor",CL-40 13 gal; CT-770 5 gal; BIO-12 1 gal; BW-210 2 gal; BW-305 2 gal,completed,,"Makeup meter 45,600. Still taking roughly 400 gal/day. Customer maintenance says dig quote is on hold."
V-0247,2026-07-22,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal,completed,,
V-0248,2026-07-22,Tomas Rivera,CUST-0012,F-0014,SYS-0036;SYS-0037;SYS-0038;SYS-0039,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; BW-210 2 gal; BW-305 2 gal; AM-115 1 qt; CT-770 6 gal; BIO-12 1 gal; CL-40 1 gal,completed,,"Tower conductivity low after two days of heavy rain, expected to recover. No action."
V-0249,2026-07-22,Tomas Rivera,CUST-0018,F-0020,SYS-0049;SYS-0050,"Routine condenser service: tests, biocide, basin inspection",CT-770 3 gal; BIO-12 1 gal; CT-770 6 gal; BIO-12 1 gal,completed,,"Condenser conductivity diluted by storm carryover, will recover with normal bleed. No action."
V-0250,2026-07-23,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: routine tower service: tests, biocide rotation, sump inspection",CT-785 6 gal; BIO-12 1 gal; CT-785 5 gal; BIO-12 1 gal; CT-785 4 gal; BIO-12 1 gal; CT-785 3 gal; BIO-12 1 gal; CL-M40 1 gal,completed,,"Site contact unavailable, report left at office."
V-0251,2026-07-23,Dale Hardy,CUST-0007,F-0009,SYS-0025;SYS-0026,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal; CT-770 6 gal; BIO-12 1 gal,completed,,"Site contact unavailable, report left at office."
V-0252,2026-07-24,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 2 gal; BW-305 1 gal; CT-770 5 gal; BIO-12 1 gal,completed,2026-08-07,Chemical pumps primed and verified.
V-0253,2026-07-27,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 4 gal; BRM-40 5 lb; CT-770 5 gal; BRM-40 5 lb,completed,,Left updated log sheet with operator.
V-0254,2026-07-27,Marcus Webb,CUST-0010,F-0012,SYS-0032;SYS-0033;SYS-0034,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 1 gal; BW-305 2 gal; AM-115 1 qt; BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb,completed,2026-08-10,
V-0255,2026-07-28,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb; CL-40 1 gal,completed,2026-08-27,
V-0256,2026-07-28,Aaron Silva,CUST-0015,F-0017,SYS-0043;SYS-0044;SYS-0045,"Full site service: tower water tests, dosed inhibitor and biocide, checked bleed valve",CT-770 4 gal; BRM-40 5 lb,completed,,All parameters in range.
V-0257,2026-07-29,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb; CL-M40 1 gal,completed,,Chemical pumps primed and verified.
V-0258,2026-07-30,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: tested tower, adjusted bleed setpoint, dosed treatment",CT-785 4 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb; CT-785 3 gal; BRM-40 5 lb; CT-785 5 gal; BRM-40 5 lb,completed,,All parameters in range.
V-0259,2026-07-31,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 2 gal; CT-770 5 gal; BRM-40 5 lb,completed,,
V-0260,2026-08-03,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; BW-210 2 gal; BW-305 2 gal; CT-770 6 gal; BIO-12 1 gal; CT-770 6 gal; BIO-12 1 gal; CL-M40 1 gal,completed,,
V-0261,2026-08-03,Dale Hardy,CUST-0006,F-0007,SYS-0022,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 2 gal; BW-305 1 gal,completed,2026-08-10,"Sulfite at 0. Day tank empty, pump ran dry. Refilled and primed, but suspect suction line air leak. Needs return visit."
V-0262,2026-08-03,Dale Hardy,CUST-0013,F-0015,SYS-0040,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 3 gal; BW-305 2 gal,completed,,Chemical pumps primed and verified.
V-0263,2026-08-04,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal; CL-40 1 gal,completed,2026-08-11,
V-0264,2026-08-04,Marcus Webb,CUST-0002,F-0003,SYS-0009;SYS-0010,"Boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 2 gal; CT-770 3 gal; BIO-12 1 gal,completed,,Chemical pumps primed and verified.
V-0265,2026-08-05,Marcus Webb,CUST-0005,F-0006,SYS-0019;SYS-0020;SYS-0021,Full site service: loop sample and inhibitor top-up as needed,CL-40 14 gal; CT-770 5 gal; BIO-12 1 gal; BW-210 1 gal; BW-305 1 gal; AM-115 1 qt,completed,,Chemical pumps primed and verified.
V-0266,2026-08-05,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,"Full site service: routine boiler service: tests, chemical dosing, blowdown check",BW-210 3 gal; BW-305 1 gal; CT-770 3 gal; BIO-12 1 gal,completed,,Left updated log sheet with operator.
V-0267,2026-08-05,Tomas Rivera,CUST-0012,F-0014,SYS-0036;SYS-0037;SYS-0038;SYS-0039,"Full site service: tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BIO-12 1 gal,completed,,"Site contact unavailable, report left at office."
V-0268,2026-08-05,Marcus Webb,CUST-0022,F-0025,,,,missed - rescheduled,,Rescheduled with site contact.
V-0269,2026-08-06,Jenn Fowler,CUST-0004,F-0005,SYS-0014;SYS-0015;SYS-0016;SYS-0017;SYS-0018,"Full site service: routine tower service: tests, biocide rotation, sump inspection",CT-785 5 gal; BIO-12 1 gal; CT-785 3 gal; BIO-12 1 gal; CT-785 6 gal; BIO-12 1 gal; CT-785 5 gal; BIO-12 1 gal,completed,2026-09-05,"Site contact unavailable, report left at office."
V-0270,2026-08-06,Dale Hardy,CUST-0011,F-0013,SYS-0035,"Routine boiler service: tests, chemical dosing, blowdown check",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt,completed,2026-08-20,
V-0271,2026-08-06,Dale Hardy,CUST-0019,F-0022,SYS-0025;SYS-0026,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; CT-770 4 gal; BIO-12 1 gal,completed,,"Site contact unavailable, report left at office."
V-0272,2026-08-07,Jenn Fowler,CUST-0014,F-0016,SYS-0041;SYS-0042,"Tested boiler and feedwater, adjusted chemical feed, bottom blowdown",BW-210 2 gal; BW-305 1 gal; AM-115 1 qt; CT-770 3 gal; BIO-12 1 gal,completed,,
V-0273,2026-08-10,Jenn Fowler,CUST-0001,F-0001,SYS-0001;SYS-0002;SYS-0003;SYS-0004;SYS-0005,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb; CT-770 5 gal; BRM-40 5 lb,completed,,
V-0274,2026-08-10,Marcus Webb,CUST-0010,F-0012,SYS-0032;SYS-0033;SYS-0034,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; BW-210 3 gal; BW-305 2 gal; AM-115 1 qt; CT-770 6 gal; BRM-40 5 lb,completed,,Housekeeping around feed area needs attention.
V-0275,2026-08-11,Marcus Webb,CUST-0002,F-0002,SYS-0006;SYS-0007;SYS-0008,"Full site service: boiler water and condensate tests, dosed treatment, checked softener",BW-210 3 gal; BW-305 1 gal; AM-115 1 qt; CT-770 5 gal; BRM-40 5 lb; CL-40 2 gal,completed,,"Bleed valve cycled manually, operating normally."
V-0276,2026-08-11,Tomas Rivera,CUST-0008,F-0010,SYS-0027;SYS-0028;SYS-0029,Callout: chilled loop glycol top-off after coil repair,BW-210 1 gal; BW-305 1 gal; AM-115 1 qt; CT-770 6 gal; BRM-40 5 lb; CL-M40 1 gal,completed,2026-08-25,
V-0277,2026-08-11,Aaron Silva,CUST-0015,F-0017,SYS-0043;SYS-0044;SYS-0045,"Full site service: tower water tests, dosed inhibitor and biocide, checked bleed valve",CT-770 4 gal; BRM-40 5 lb; CL-M40 1 gal,completed,2026-09-10,
